Date,Description,Out,In,Balance,Calculated balance,Diff,Day,Week,transaction_source,predicted_category,confidence
9/17/2025,mozzarella ,580.0,,,9766,,,,household,Expenses:Food:Groceries,0.197066328401543
9/17/2025,ground pork ,670.0,,,9096,,,,household,Expenses:Food:Groceries,0.5443146664968979
9/17/2025,ground beef ,765.0,,,8331,,,,household,Expenses:Food:Groceries,0.4715478827278732
9/18/2025,cereal ,536.0,,,7795,,,,household,Expenses:Food:Groceries,0.3967503765076975
9/18/2025,leave on conditioner ,428.0,,,7367,,,,household,Expenses:Food:Groceries,0.197066328401543
9/18/2025,rolled oats ,356.0,,,7011,,,,household,Expenses:Food:Groceries,0.197066328401543
9/18/2025,lankanto syrup,735.0,,,6276,,,,household,Expenses:Food:Groceries,0.197066328401543
9/18/2025,ziplocs,474.0,,,5802,,,,household,Expenses:Childcare:School Supplies,1.0
9/18/2025,honey ,1900.0,,,3902,,,,household,Expenses:Food:Groceries,0.3873154697996073
9/18/2025,delivery fee ,350.0,,,3552,,,,household,Expenses:Professional Fees,0.871994723285006
9/18/2025,shopee mop,439.0,,,3113,,,,household,Expenses:Household Supplies,0.4717990661153409
9/19/2025,withdraw ,,19000.0,,22113,,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/19/2025,santis Rider ,250.0,,,21863,,,,household,Expenses:Professional Fees,0.7791831334567165
9/19/2025,kalamata ,273.0,,,21590,,,,household,Expenses:Food:Groceries,0.2391404811284414
9/19/2025,forest ham ,192.0,,,21398,,,,household,Expenses:Food:Groceries,0.6146716360923914
9/19/2025,pork tenderloin ,872.0,,,20526,,,,household,Expenses:Food:Groceries,0.5365865283921761
9/19/2025,milk ,828.0,,,19698,,,,household,Expenses:Food:Groceries,0.6543816949887199
9/19/2025,gouda cheese,432.0,,,19266,,,,household,Expenses:Food:Groceries,0.661212615089627
9/19/2025,manchego cheese ,382.0,,,18884,,,,household,Expenses:Food:Groceries,0.6627010420567396
9/19/2025,cauliflower ,400.0,,,18484,,,,household,Expenses:Food:Groceries,0.4324958823606796
9/19/2025,broccoli ,480.0,,,18004,,,,household,Expenses:Food:Groceries,0.4843412097041318
9/19/2025,flowers ,550.0,,,17454,,,,household,Expenses:Food:Groceries,0.3103271973168712
9/19/2025,potato ,380.0,,,17074,,,,household,Expenses:Food:Groceries,0.5735635710280672
9/19/2025,banana ,225.0,,,16849,,,,household,Expenses:Food:Groceries,0.5018102436816979
9/19/2025,luya ,152.0,,,16697,,,,household,Expenses:Food:Groceries,0.4188271513982524
9/19/2025,white onion ,230.0,,,16467,,,,household,Expenses:Food:Groceries,0.631940037956401
9/19/2025,red onion ,250.0,,,16217,,,,household,Expenses:Food:Groceries,0.6643658273161694
9/19/2025,lemon ,150.0,,,16067,,,,household,Expenses:Food:Groceries,0.6202249766137953
9/19/2025,romaine ,480.0,,,15587,,,,household,Expenses:Food:Groceries,0.5666799794388246
9/19/2025,zucchini ,205.0,,,15382,,,,household,Expenses:Food:Groceries,0.4005461296089543
9/19/2025,tomato ,182.0,,,15200,,,,household,Expenses:Food:Groceries,0.6255153392225815
9/19/2025,snow peas ,100.0,,,15100,,,,household,Expenses:Food:Groceries,0.4032214801056955
9/19/2025,iceberg ,310.0,,,14790,,,,household,Expenses:Food:Groceries,0.197066328401543
9/19/2025,apple ,300.0,,,14490,,,,household,Expenses:Food:Groceries,0.6279991296797853
9/19/2025,orange ,150.0,,,14340,,,,household,Expenses:Food:Groceries,0.492737857605803
9/19/2025,grapes ,380.0,,,13960,,,,household,Expenses:Food:Groceries,0.4862950104536661
9/19/2025,mango ,380.0,,,13580,,,,household,Expenses:Food:Groceries,0.3636158394415842
9/19/2025,pineapple ,220.0,,,13360,,,,household,Expenses:Food:Groceries,0.264932423146946
9/19/2025,banana ,200.0,,,13160,,,,household,Expenses:Food:Groceries,0.5018102436816979
9/19/2025,egg ,430.0,,,12730,,,,household,Expenses:Food:Groceries,0.6142585953246431
9/19/2025,spinach ,290.0,,,12440,,,,household,Expenses:Food:Groceries,0.4272355195970754
9/19/2025,mint ,100.0,,,12340,,,,household,Expenses:Food:Groceries,0.5146244335996201
9/19/2025,basil ,100.0,,,12240,,,,household,Expenses:Food:Groceries,0.4866852836349109
9/19/2025,cabbage ,225.0,,,12015,,,,household,Expenses:Food:Groceries,0.3695656908589362
9/19/2025,strawberry ,400.0,,,11615,,,,household,Expenses:Food:Groceries,0.432751035087592
9/19/2025,mango ,170.0,,,11445,,,,household,Expenses:Food:Groceries,0.3636158394415842
9/19/2025,bell pepper ,260.0,,,11185,,,,household,Expenses:Food:Groceries,0.6121399787017718
9/19/2025,japanese cucumber ,195.0,,,10990,,,,household,Expenses:Food:Groceries,0.5344865595201712
9/19/2025,avocado ,300.0,,,10690,,,,household,Expenses:Food:Groceries,0.5191875661305559
9/19/2025,alugbati ,100.0,,,10590,,,,household,Expenses:Food:Groceries,0.3907308707329011
9/19/2025,bangus ,480.0,,,10110,,,,household,Expenses:Food:Groceries,0.4806336250514455
9/19/2025,french beans ,150.0,,,9960,,,,household,Expenses:Food:Groceries,0.5412790226901574
9/19/2025,pechay ,100.0,,,9860,,,,household,Expenses:Food:Groceries,0.2654118621904086
9/19/2025,curly lettuce ,200.0,,,9660,,,,household,Expenses:Food:Groceries,0.360993032533162
9/19/2025,cherry tomato ,180.0,,,9480,,,,household,Expenses:Food:Groceries,0.6340964053628321
9/19/2025,kinchay ,150.0,,,9330,,,,household,Expenses:Food:Groceries,0.2652335410617129
9/19/2025,kalabasa ,180.0,,,9150,,,,household,Expenses:Food:Groceries,0.3746536957681214
9/19/2025,carrots ,280.0,,,8870,,,,household,Expenses:Food:Groceries,0.4590587878183148
9/19/2025,asparagus ,450.0,,,8420,,,,household,Expenses:Food:Groceries,0.5018215827883884
9/19/2025,pomelo ,210.0,,,8210,,,,household,Expenses:Food:Groceries,0.5614178674074384
9/19/2025,galunggong ,280.0,,,7930,,,,household,Expenses:Food:Groceries,0.197066328401543
9/19/2025,upo ,120.0,,,7810,,,,household,Expenses:Food:Groceries,0.3750419641585539
9/19/2025,salted egg ,150.0,,,7660,,,,household,Expenses:Food:Groceries,0.6142585953246431
9/19/2025,pancit ,150.0,,,7510,,,,household,Expenses:Food:Groceries,0.197066328401543
9/19/2025,elmer salary ,1000.0,,,6510,,,,household,Expenses:Professional Fees,0.8043961746880711
9/19/2025,ara food allowance ,1000.0,,,5510,,,,household,Liabilities:Other:Ara Loan:Allowance,0.7526524479669621
9/19/2025,michelle food allowance ,1000.0,,,4510,,,,household,Liabilities:Other:Michelle Loan:Allowance,0.9847549554372133
9/19/2025,ritual ,1200.0,,,3310,,,,household,Expenses:Household Supplies,0.3411511941322496
9/19/2025,delivery fee ,200.0,,,3110,,,,household,Expenses:Professional Fees,0.871994723285006
9/19/2025,ARC ,960.0,,2150.0,2150,0.0,,,household,Expenses:Utilities:Drinking Water,0.8737263549888904
9/19/2025,withdraw ,,7000.0,,9150,,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/22/2025,sand ,380.0,,,8770,,,,household,Expenses:Food:Groceries,0.197066328401543
9/22/2025,cement ,420.0,,,8350,,,,household,Expenses:Household Supplies,1.0
9/22/2025,red cement ,200.0,,,8150,,,,household,Expenses:Household Supplies,1.0
9/22/2025,taxi ,150.0,,,8000,,,,household,Expenses:Transportation:Public,0.9486514249573548
9/22/2025,fernando salary grease trap ,2000.0,,,6000,,,,household,Expenses:Professional Fees,1.0
9/23/2025,arugula ,250.0,,,5750,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,dill,95.0,,,5655,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,mozzarella ,355.0,,,5300,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,mozzarella block ,445.0,,,4855,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,onion leaks ,95.0,,,4760,,,,household,Expenses:Food:Groceries,0.655231635589738
9/23/2025,ground beef ,720.0,,,4040,,,,household,Expenses:Food:Groceries,0.4715478827278732
9/23/2025,ground pork ,590.0,,,3450,,,,household,Expenses:Food:Groceries,0.5443146664968979
9/23/2025,chicken breast ,325.0,,,3125,,,,household,Expenses:Food:Groceries,1.0
9/23/2025,canola oil ,270.0,,,2855,,,,household,Expenses:Food:Groceries,0.1975134643689234
9/23/2025,olive oil ,520.0,,,2335,,,,household,Expenses:Food:Groceries,0.1940387429253568
9/23/2025,mirin ,245.0,,,2090,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,oyster sauce ,175.0,,,1915,,,,household,Expenses:Food:Groceries,0.197066328401543
9/23/2025,withdraw,,5000.0,,6915,,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/23/2025,santis raider ,250.0,,,6665,,,,household,Expenses:Professional Fees,1.0
9/23/2025,kalamata olives ,390.0,,,6275,,,,household,Expenses:Food:Groceries,0.4121729279085381
9/23/2025,manchego juice ,1350.0,,,4925,,,,household,Expenses:Food:Groceries,0.3311780336069286
9/23/2025,brie cheese ,950.0,,,3975,,,,household,Expenses:Food:Groceries,0.6524136738952758
9/23/2025,truffle cheese ,820.0,,,3155,,,,household,Expenses:Food:Groceries,0.6599381409686319
9/24/2025,emergency lamp ,398.0,,,2757,,,,household,Expenses:Household Supplies,1.0
9/24/2025,lamp charger ,95.0,,,2662,,,,household,Expenses:Food:Groceries,0.1867902484335016
9/24/2025,shadow toys ,290.0,,,2372,,,,household,Expenses:Household Supplies:Pet Expenses,1.0
9/24/2025,catnip ,200.0,,,2172,,,,household,Expenses:Household Supplies:Pet Expenses,1.0
9/24/2025,shadow dry food ,445.0,,,1727,,,,household,Expenses:Household Supplies:Pet Expenses,0.9220422339940874
9/26/2025,withdraw,,20000.0,,21727,,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/26/2025,kape barako ,498.0,,,21229,,,,household,Expenses:Food:Groceries,0.1996612714690642
9/26/2025,gloves ,135.0,,,21094,,,,household,Expenses:Health:Sports,0.6585755783205406
9/26/2025,ritual soap ,1200.0,,,19894,,,,household,Expenses:Household Supplies,1.0
9/26/2025,rider delivery ,200.0,,,19694,,,,household,Expenses:Professional Fees,0.7973370119909909
9/26/2025,santis raider ,250.0,,,19444,,,,household,Expenses:Professional Fees,1.0
9/26/2025,milk ,828.0,,,18616,,,,household,Expenses:Food:Groceries,0.6543816949887199
9/26/2025,lime juice ,200.0,,,18416,,,,household,Expenses:Food:Groceries,0.2223006525016744
9/26/2025,truffle cheese,380.0,,,18036,,,,household,Expenses:Food:Groceries,0.6599381409686319
9/26/2025,forest ham ,290.0,,,17746,,,,household,Expenses:Food:Groceries,0.6146716360923914
9/26/2025,rib eye ,1531.0,,,16215,,,,household,Expenses:Food:Groceries,0.197066328401543
9/26/2025,dark chocolate ,435.0,,,15780,,,,household,Expenses:Food:Groceries,0.282180049936709
9/26/2025,chocolate coin ,435.0,,,15345,,,,household,Expenses:Food:Groceries,0.2502658022195833
9/26/2025,flowers,550.0,,,14795,,,,household,Expenses:Food:Groceries,0.3103271973168712
9/26/2025,asparagus ,450.0,,,14345,,,,household,Expenses:Food:Groceries,0.5018215827883884
9/26/2025,romaine ,498.0,,,13847,,,,household,Expenses:Food:Groceries,0.5666799794388246
9/26/2025,cucumber ,285.0,,,13562,,,,household,Expenses:Food:Groceries,0.5343216004212491
9/26/2025,apple ,300.0,,,13262,,,,household,Expenses:Food:Groceries,0.6279991296797853
9/26/2025,broccoli ,456.0,,,12806,,,,household,Expenses:Food:Groceries,0.4843412097041318
9/26/2025,cauliflower ,400.0,,,12406,,,,household,Expenses:Food:Groceries,0.4324958823606796
9/26/2025,egg ,480.0,,,11926,,,,household,Expenses:Food:Groceries,0.6142585953246431
9/26/2025,iceberg ,245.0,,,11681,,,,household,Expenses:Food:Groceries,0.197066328401543
9/26/2025,pomelo ,210.0,,,11471,,,,household,Expenses:Food:Groceries,0.5614178674074384
9/26/2025,onion white ,195.0,,,11276,,,,household,Expenses:Food:Groceries,0.6267073808492359
9/26/2025,tanglad ,50.0,,,11226,,,,household,Expenses:Food:Groceries,0.3569368000034545
9/26/2025,wansoy ,180.0,,,11046,,,,household,Expenses:Food:Groceries,0.5141711893715163
9/26/2025,french beans ,150.0,,,10896,,,,household,Expenses:Food:Groceries,0.5412790226901574
9/26/2025,tomato ,230.0,,,10666,,,,household,Expenses:Food:Groceries,0.6255153392225815
9/26/2025,cherry tomato ,150.0,,,10516,,,,household,Expenses:Food:Groceries,0.6340964053628321
9/26/2025,mango ,280.0,,,10236,,,,household,Expenses:Food:Groceries,0.3636158394415842
9/26/2025,spinach ,280.0,,,9956,,,,household,Expenses:Food:Groceries,0.4272355195970754
9/26/2025,beetroot ,290.0,,,9666,,,,household,Expenses:Food:Groceries,0.197066328401543
9/26/2025,saba ,150.0,,,9516,,,,household,Expenses:Food:Groceries,0.4322879153941982
9/26/2025,banana ,220.0,,,9296,,,,household,Expenses:Food:Groceries,0.5018102436816979
9/26/2025,talbos ,50.0,,,9246,,,,household,Expenses:Food:Groceries,0.197066328401543
9/26/2025,potato ,280.0,,,8966,,,,household,Expenses:Food:Groceries,0.5735635710280672
9/26/2025,luya ,100.0,,,8866,,,,household,Expenses:Food:Groceries,0.4188271513982524
9/26/2025,carrots ,200.0,,,8666,,,,household,Expenses:Food:Groceries,0.4590587878183148
9/26/2025,kalabasa ,150.0,,,8516,,,,household,Expenses:Food:Groceries,0.3746536957681214
9/26/2025,orange ,100.0,,,8416,,,,household,Expenses:Food:Groceries,0.492737857605803
9/26/2025,berries ,450.0,,,7966,,,,household,Expenses:Food:Groceries,0.1958986324925033
9/26/2025,red onion ,100.0,,,7866,,,,household,Expenses:Food:Groceries,0.6643658273161694
9/26/2025,bawang ,70.0,,,7796,,,,household,Expenses:Food:Groceries,0.2044740239552227
9/26/2025,alugbati ,75.0,,,7721,,,,household,Expenses:Food:Groceries,0.3907308707329011
9/26/2025,zucchini ,190.0,,,7531,,,,household,Expenses:Food:Groceries,0.4005461296089543
9/26/2025,grapes ,260.0,,,7271,,,,household,Expenses:Food:Groceries,0.4862950104536661
9/26/2025,salmon ,750.0,,,6521,,,,household,Expenses:Food:Groceries,0.4803155514750198
9/26/2025,bangus ,480.0,,,6041,,,,household,Expenses:Food:Groceries,0.4806336250514455
9/26/2025,strawberry ,450.0,,,5591,,,,household,Expenses:Food:Groceries,0.432751035087592
9/26/2025,cabbage ,180.0,,,5411,,,,household,Expenses:Food:Groceries,0.3695656908589362
9/26/2025,bell pepper ,210.0,,,5201,,,,household,Expenses:Food:Groceries,0.6121399787017718
9/26/2025,pineapple ,110.0,,,5091,,,,household,Expenses:Food:Groceries,0.264932423146946
9/26/2025,ara food allowance ,1000.0,,,4091,,,,household,Liabilities:Other:Ara Loan:Allowance,0.7526524479669621
9/26/2025,michelle food allowance ,1000.0,,,3091,,,,household,Liabilities:Other:Michelle Loan:Allowance,0.9847549554372133
9/26/2025,elmer salary ,1000.0,,,2091,,,,household,Expenses:Professional Fees,0.8043961746880711
9/26/2025,ARC,654.0,,,1437,,,,household,Expenses:Utilities:Drinking Water,0.8737263549888904
9/26/2025,alessi lid aquaflask,560.0,,,877,,,,household,Expenses:Childcare:School Supplies,1.0
9/26/2025,sinupret ,379.0,,,498,,,,household,Expenses:Health:Medicines,0.7096759257392803
9/26/2025,fluimucil ,969.0,,,-471,,,,household,Expenses:Health:Medicines,0.7164291817705407
9/26/2025,allerzet ,797.0,,,-1268,,,,household,Expenses:Health:Medicines,0.7839575006384719
9/26/2025,disudrin ,203.0,,,-1471,,,,household,Expenses:Health:Medicines,1.0
9/27/2025,withdraw,,6000.0,4529.0,4529,0.0,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/29/2025,summit water,1500.0,,,3029,,,,household,Expenses:Utilities:Drinking Water,0.780256815948157
9/29/2025,Pandesal,220.0,,,2809,,,,household,Expenses:Food:Groceries,0.197066328401543
9/30/2025,withdraw ,,5000.0,,7809,,,,household,Assets:Current Assets:Banks Local:BPI ATM House,0.9206655007989518
9/30/2025,kosher salt,238.0,,,7571,,,,household,Expenses:Household Supplies,0.3762675440185568
9/30/2025,Mason Jar Lids,564.0,,,7007,,,,household,Expenses:Household Supplies,1.0
9/30/2025,MarketPlace Dehumidifier ,1650.0,,,5357,,,,household,Expenses:Household Supplies,0.3361359433209437
9/30/2025,Mozzarella ,208.0,,,5149,,,,household,Expenses:Food:Groceries,0.197066328401543
9/30/2025,Cooking Cream,165.0,,,4984,,,,household,Expenses:Food:Groceries,0.2388905738274259
9/30/2025,Arugula,280.0,,,4704,,,,household,Expenses:Food:Groceries,0.197066328401543
9/30/2025,ground Beef,818.0,,,3886,,,,household,Expenses:Food:Groceries,0.4715478827278732
9/30/2025,Boy cart Tip,100.0,,,3786,,,,household,Expenses:Professional Fees,1.0
9/30/2025,Taxi Groceries ,150.0,,,3636,,,,household,Expenses:Transportation:Public,0.9486514249573548
9/30/2025,shadow Gabapentin ,300.0,,,3336,,,,household,Expenses:Household Supplies:Pet Expenses,1.0
9/30/2025,catnip,40.0,,,3296,,,,household,Expenses:Household Supplies:Pet Expenses,1.0
9/30/2025,national Bookstore Post It,95.0,,3201.0,3201,0.0,,,household,Expenses:Childcare:School Supplies,0.2729085189439602
